Temperature,Humidity,pm2_5,CO
29.716,NA,1.04,
35.515,NA,0.84,
29.494,NA,1.07,
33.456,NA,0.82,
42.385,NA,1.22,
,NA,1.21,
33.47,NA,1.15,
,NA,1.48,
42.385,NA,1.32,
35.515,NA,0.73,
29.494,NA,0.87,
33.911,NA,0.84,
29.612,NA,1.03,
33.47,NA,1.07,
33.456,NA,0.89,
44.154,NA,0.86,
33.456,NA,1.43,
,NA,1.08,
29.494,NA,1.32,
33.911,NA,1.28,
44.154,NA,1.81,
35.515,NA,1.51,
33.47,NA,1.84,
42.385,NA,0.9,
29.612,NA,1.16,
,NA,1.17,
33.911,NA,1.09,
29.612,NA,1.11,
42.385,NA,1.6,
33.456,NA,1.11,
32.383,NA,0.76,
35.515,NA,1.37,
44.154,NA,1.47,
29.494,NA,1.14,
33.47,NA,1.23,
24.091,NA,0.97,
28.907,NA,0.97,
25.101,NA,1.07,
24.876,NA,1.1,
,NA,0.96,
33.452,NA,0.7,
24.533,NA,0.45,
25.517,NA,0.67,
25.517,NA,1.28,
32.3,NA,0.94,
24.876,NA,1.17,
33.452,NA,1,
24.091,NA,1.34,
25.101,NA,1.16,
28.907,NA,1.08,
,NA,0.89,
24.533,NA,0.92,
25.101,NA,1.01,
24.876,NA,1.34,
,NA,1.1,
32.256,NA,1.09,
25.517,NA,1.38,
33.452,NA,1.24,
24.091,NA,1.43,
28.907,NA,1.33,
24.533,NA,1.45,
25.101,NA,1.5,
32.256,NA,1.25,
33.452,NA,0.86,
24.091,NA,0.78,
24.876,NA,0.96,
25.517,NA,0.5,
28.907,NA,0.64,
24.533,NA,0.44,
21.034,NA,1.02,
23.813,NA,0.7,
23.866,NA,0.82,
20.992,NA,0.8,
21.331,NA,0.72,
20.142,NA,0.91,
21.375,NA,0.55,
24.049,NA,0.85,
21.034,NA,0.55,
23.778,NA,0.87,
23.813,NA,0.72,
20.992,NA,0.38,
20.142,NA,0.44,
24.049,NA,1.28,
21.375,NA,0.98,
21.331,NA,1.02,
20.992,NA,1.39,
24.049,NA,1.06,
20.142,NA,1.15,
21.331,NA,1.27,
23.778,NA,1.11,
21.034,NA,1.58,
23.813,NA,1.03,
21.375,NA,0.74,
23.778,NA,0.76,
21.034,NA,0.86,
20.992,NA,0.52,
23.813,NA,0.66,
24.049,NA,0.66,
20.142,NA,0.74,
21.331,NA,0.84,
21.375,NA,0.7,
18.104,NA,0.55,
19.63,NA,0.54,
17.517,NA,0.59,
18.231,NA,0.72,
19.937,NA,0.58,
17.832,NA,0.72,
18.732,NA,0.64,
18.231,NA,0.8,
17.999,NA,0.53,
19.63,NA,0.51,
19.552,NA,0.46,
19.937,NA,0.4,
17.517,NA,0.56,
17.721,NA,0.52,
18.732,NA,0.44,
18.231,NA,0.43,
19.552,NA,0.41,
19.63,NA,0.5,
17.999,NA,0.69,
17.517,NA,0.57,
19.937,NA,0.62,
17.721,NA,0.69,
18.732,NA,0.35,
18.231,NA,0.53,
19.63,NA,0.41,
17.999,NA,0.4,
19.552,NA,0.45,
19.937,NA,0.64,
17.517,NA,0.46,
15.118,NA,0.58,
15.416,NA,0.56,
16.986,NA,0.68,
15.078,NA,0.7,
15.968,NA,0.5,
16.293,NA,0.53,
15.116,NA,0.53,
15.141,NA,0.47,
15.986,NA,0.5,
15.118,NA,0.49,
16.986,NA,0.54,
15.116,NA,0.54,
15.416,NA,0.45,
16.293,NA,0.56,
15.141,NA,0.58,
15.078,NA,0.69,
15.116,NA,0.71,
15.078,NA,0.48,
15.416,NA,0.64,
15.141,NA,0.67,
16.293,NA,0.62,
15.118,NA,0.76,
15.078,NA,0.57,
15.416,NA,0.63,
16.986,NA,0.61,
15.141,NA,0.4,
15.993,NA,0.58,
15.116,NA,0.39,
16.293,NA,0.36,
15.435,NA,0.64,
14.966,NA,0.65,
16.217,NA,0.54,
15.149,NA,0.51,
15.295,NA,0.59,
15.417,NA,0.35,
14.966,NA,0.32,
15.324,NA,0.48,
14.354,NA,0.58,
16.203,NA,0.48,
16.217,NA,0.48,
15.149,NA,0.51,
14.354,NA,0.66,
15.324,NA,0.42,
16.203,NA,0.31,
15.295,NA,0.4,
14.966,NA,0.64,
15.417,NA,0.98,
15.149,NA,0.78,
14.354,NA,0.53,
15.295,NA,0.52,
15.324,NA,0.64,
,NA,0.44,
16.217,NA,0.77,
16.203,NA,0.7,
15.149,NA,0.63,
14.966,NA,0.59,
,NA,0.78,
15.324,NA,0.78,
16.203,NA,0.5,
14.354,NA,0.7,
16.217,NA,0.53,
15.295,NA,0.67,
15.417,NA,0.47,
13.907,NA,0.53,
13.645,NA,0.61,
15.181,NA,0.49,
15.311,NA,0.79,
14.31,NA,0.72,
13.534,NA,0.63,
14.289,NA,0.89,
16.041,NA,0.51,
13.907,NA,0.47,
15.181,NA,0.52,
16.041,NA,0.48,
13.534,NA,0.57,
14.289,NA,0.51,
13.645,NA,0.77,
14.31,NA,0.5,
15.311,NA,0.45,
15.311,NA,0.95,
13.534,NA,0.46,
16.041,NA,0.53,
13.907,NA,0.52,
13.948,NA,0.58,
14.31,NA,0.52,
15.181,NA,0.5,
14.289,NA,0.37,
13.645,NA,0.34,
15.181,NA,0.49,
13.948,NA,0.36,
14.31,NA,0.38,
13.645,NA,0.31,
13.534,NA,0.49,
14.289,NA,0.46,
15.311,NA,0.44,
16.041,NA,0.45,
15.892,NA,0.57,
15.067,NA,0.5,
15.628,NA,0.46,
16.358,NA,0.43,
14.68,NA,0.76,
14.433,NA,0.73,
15.067,NA,0.53,
15.628,NA,0.36,
16.358,NA,0.32,
14.68,NA,0.35,
13.689,NA,0.42,
14.433,NA,0.59,
13.138,NA,0.61,
15.892,NA,0.57,
15.628,NA,0.62,
14.68,NA,0.58,
15.067,NA,0.39,
16.358,NA,0.33,
14.433,NA,0.28,
15.892,NA,0.51,
13.689,NA,0.34,
13.138,NA,0.56,
15.628,NA,0.42,
16.358,NA,0.4,
13.138,NA,0.36,
14.433,NA,0.47,
15.067,NA,0.45,
13.689,NA,0.43,
14.68,NA,0.54,
15.892,NA,0.44,
17.788,NA,0.49,
16.48,NA,0.5,
17.671,NA,0.42,
17.788,NA,0.32,
15.735,NA,0.38,
17.671,NA,0.38,
17.797,NA,0.55,
16.024,NA,0.33,
17.029,NA,0.56,
18.94,NA,0.31,
16.48,NA,0.38,
16.024,NA,0.39,
15.735,NA,0.46,
17.029,NA,0.32,
17.797,NA,0.34,
18.94,NA,0.34,
17.788,NA,0.34,
17.671,NA,0.46,
17.797,NA,0.27,
16.024,NA,0.41,
18.94,NA,0.5,
16.48,NA,0.6,
17.029,NA,0.32,
15.735,NA,,
16.48,NA,1.31,
17.671,NA,0.58,
15.735,NA,0.4,
16.024,NA,0.42,
17.797,NA,,
17.788,NA,,
17.029,NA,,
18.94,NA,,
20.084,NA,,
18.126,NA,,
23.749,NA,,
19.422,NA,,
19.675,NA,,
18.962,NA,0.55,
21.431,NA,0.62,
18.126,NA,0.47,
18.962,NA,0.45,
19.675,NA,,
19.422,NA,,
23.749,NA,,
21.431,NA,,
20.084,NA,,
18.787,NA,,
23.749,NA,,
19.422,NA,,
21.431,NA,,
19.675,NA,,
18.962,NA,,
20.084,NA,,
18.126,NA,,
18.787,NA,,
18.126,NA,,
21.431,NA,,
19.675,NA,,
19.422,NA,,
18.787,NA,,
20.084,NA,,
23.749,NA,,
18.962,NA,,
24.585,NA,,
21.344,NA,,
35.394,NA,,
23.68,NA,,
27.104,NA,,
28.764,NA,,
26.003,NA,,
23.416,NA,,
28.764,NA,,
26.003,NA,,
35.394,NA,,
21.344,NA,,
27.104,NA,,
23.68,NA,,
23.416,NA,,
24.585,NA,0.45,
27.104,NA,0.55,
23.68,NA,0.89,
21.344,NA,0.7,
24.585,NA,0.46,
26.003,NA,0.65,
23.416,NA,0.45,
28.764,NA,0.65,
35.394,NA,0.72,
43.649,NA,0.64,
39.103,NA,0.52,
37.408,NA,0.58,
39.359,NA,0.47,
37.722,NA,0.53,
39.392,NA,0.72,
35.334,NA,0.59,
40.375,NA,0.72,
39.103,NA,0.5,
35.334,NA,0.46,
37.408,NA,0.72,
43.649,NA,0.76,
39.359,NA,0.55,
37.722,NA,0.65,
40.375,NA,0.62,
39.392,NA,0.64,
39.103,NA,0.58,
37.408,NA,0.6,
39.359,NA,0.67,
35.334,NA,0.68,
37.722,NA,0.82,
43.649,NA,0.89,
39.392,NA,1.04,
40.375,NA,0.93,
39.103,NA,0.75,
37.722,NA,0.64,
40.375,NA,0.67,
43.649,NA,0.91,
35.334,NA,0.64,
39.359,NA,0.93,
37.408,NA,0.8,
39.392,NA,1.04,
48.166,NA,0.83,
41.421,NA,0.81,
43.437,NA,1,
44.399,NA,0.79,
40.6,NA,0.98,
42.371,NA,0.65,
42.693,NA,0.71,
43.438,NA,0.83,
40.6,NA,0.81,
43.438,NA,1.15,
42.693,NA,0.92,
43.437,NA,0.78,
41.421,NA,0.67,
42.371,NA,0.81,
48.293,NA,0.95,
44.399,NA,0.7,
41.421,NA,0.72,
42.371,NA,0.83,
43.437,NA,0.78,
48.293,NA,1,
42.693,NA,0.95,
44.399,NA,0.56,
40.6,NA,0.52,
41.421,NA,0.77,
40.6,NA,0.68,
43.437,NA,0.62,
42.693,NA,0.62,
44.399,NA,0.55,
43.438,NA,0.65,
48.293,NA,0.62,
43.821,NA,0.84,
45.326,NA,0.75,
46.374,NA,0.76,
44.518,NA,0.9,
47.975,NA,0.84,
46.016,NA,0.71,
45.587,NA,0.69,
49.484,NA,0.82,
46.374,NA,0.95,
45.326,NA,0.59,
45.587,NA,0.63,
44.518,NA,0.78,
46.016,NA,0.75,
43.821,NA,0.92,
49.475,NA,0.64,
47.975,NA,0.77,
44.518,NA,0.73,
46.016,NA,0.69,
47.975,NA,0.64,
49.462,NA,0.63,
45.326,NA,0.65,
46.374,NA,0.68,
43.821,NA,0.64,
45.587,NA,0.53,
49.462,NA,0.67,
44.518,NA,0.76,
47.975,NA,0.8,
46.016,NA,0.95,
45.587,NA,0.85,
43.821,NA,0.76,
46.374,NA,0.64,
45.291,NA,0.66,
47.23,NA,0.6,
44.708,NA,0.69,
47.816,NA,0.63,
50.091,NA,0.63,
46.444,NA,0.65,
47.121,NA,0.75,
47.232,NA,0.73,
47.75,NA,0.64,
45.291,NA,0.61,
47.23,NA,0.57,
46.444,NA,0.52,
50.091,NA,0.52,
47.121,NA,0.55,
47.232,NA,0.49,
44.708,NA,0.45,
47.23,NA,0.47,
47.75,NA,0.54,
47.121,NA,0.52,
45.291,NA,0.52,
47.232,NA,0.52,
46.444,NA,0.44,
44.708,NA,0.38,
50.091,NA,0.62,
47.75,NA,0.53,
47.23,NA,0.6,
50.091,NA,0.67,
44.708,NA,0.64,
46.444,NA,0.52,
47.232,NA,0.78,
49.651,NA,0.44,
46.592,NA,0.44,
43.295,NA,0.48,
49.296,NA,0.46,
47.17,NA,0.44,
45.254,NA,0.47,
46.352,NA,0.48,
43.886,NA,0.77,
46.592,NA,0.62,
49.708,NA,0.61,
46.352,NA,0.81,
43.295,NA,0.86,
47.17,NA,0.66,
43.886,NA,0.52,
45.254,NA,0.48,
49.296,NA,0.56,
45.254,NA,0.58,
46.352,NA,0.55,
47.17,NA,0.49,
43.295,NA,0.48,
46.592,NA,0.52,
43.886,NA,0.49,
49.708,NA,0.54,
49.296,NA,0.46,
49.708,NA,0.48,
43.886,NA,0.49,
49.296,NA,0.45,
47.17,NA,0.49,
43.295,NA,0.47,
46.592,NA,0.57,
46.352,NA,0.64,
43.962,NA,0.58,
52.138,NA,0.55,
43.975,NA,0.49,
45.457,NA,0.49,
46.624,NA,0.48,
40.436,NA,0.45,
38.264,NA,0.46,
43.7,NA,1.47,
52.138,NA,0.66,
45.457,NA,0.23,
38.264,NA,0.25,
43.962,NA,0.37,
43.975,NA,0.37,
43.7,NA,0.28,
46.624,NA,0.25,
45.457,NA,,
52.138,NA,,
40.436,NA,,
46.624,NA,,
43.962,NA,,
43.7,NA,,
43.975,NA,,
38.264,NA,,
43.962,NA,0,
45.457,NA,0,
40.436,NA,0,
46.624,NA,0,
43.975,NA,0,
43.7,NA,0,
52.138,NA,0,
45.879,NA,0,
46.69,NA,,
44.694,NA,,
36.429,NA,,
52.448,NA,,
34.78,NA,0,
45.708,NA,0,
42.72,NA,0,
52.448,NA,0,
42.72,NA,0,
36.429,NA,0,
46.69,NA,0,
44.694,NA,0,
34.78,NA,0,
45.879,NA,,
45.708,NA,,
44.694,NA,,
46.69,NA,,
36.429,NA,,
34.78,NA,,
52.448,NA,,
45.708,NA,,
45.879,NA,,
42.72,NA,,
44.694,NA,,
42.72,NA,,
52.448,NA,,
45.879,NA,,
34.78,NA,,
46.69,NA,,
45.708,NA,,
36.429,NA,,
35.352,NA,,
46.804,NA,,
45.169,NA,,
47.674,NA,0.38,
48.02,NA,0.52,
44.959,NA,0.45,
56.499,NA,0.47,
38.071,NA,0.49,
47.674,NA,0.5,
56.499,NA,0.6,
38.071,NA,0.6,
46.804,NA,0.57,
35.352,NA,0.55,
44.959,NA,0.48,
48.02,NA,0.51,
45.169,NA,0.5,
46.804,NA,0.54,
47.674,NA,0.44,
38.071,NA,0.42,
35.352,NA,0.42,
44.959,NA,0.44,
56.499,NA,0.5,
48.02,NA,0.59,
45.169,NA,0.51,
38.071,NA,0.53,
45.169,NA,0.48,
47.674,NA,0.53,
46.804,NA,0.48,
35.352,NA,0.5,
48.02,NA,0.38,
44.959,NA,0.62,
56.499,NA,0.64,
47.914,NA,0.55,
59.481,NA,0.59,
48.021,NA,0.65,
49.331,NA,0.58,
46.813,NA,0.59,
40.336,NA,0.62,
39.609,NA,0.53,
48.707,NA,0.55,
48.707,NA,0.66,
39.609,NA,0.66,
48.021,NA,0.66,
40.336,NA,0.59,
59.481,NA,0.81,
47.914,NA,0.67,
49.331,NA,0.43,
46.813,NA,0.36,
59.481,NA,0.37,
48.021,NA,0.47,
40.336,NA,0.39,
47.914,NA,0.54,
39.609,NA,0.36,
49.331,NA,0.39,
46.813,NA,0.36,
48.707,NA,0.2,
60.732,NA,0,
49.062,NA,0,
47.787,NA,0,
48.267,NA,0,
49.548,NA,0,
48.709,NA,0,
39.638,NA,0,
39.985,NA,0,
39.638,NA,0,
48.267,NA,0,
47.787,NA,0,
60.732,NA,0,
39.985,NA,0,
49.556,NA,0,
48.709,NA,0,
49.062,NA,0,
49.556,NA,0,
39.638,NA,0,
48.267,NA,0,
60.732,NA,0,
39.985,NA,0,
47.787,NA,0,
48.709,NA,0,
49.062,NA,0,
49.556,NA,0,
39.985,NA,0,
49.062,NA,,
39.638,NA,,
48.267,NA,0,
48.709,NA,0,
47.787,NA,0,
60.732,NA,0,
49.244,NA,0,
50.293,NA,0,
40.286,NA,0,
51.398,NA,0,
42.475,NA,0,
57.017,NA,0,
50.938,NA,0,
48.493,NA,0,
40.286,NA,0,
51.026,NA,0,
51.398,NA,,
56.985,NA,,
50.293,NA,0,
42.475,NA,0,
48.493,NA,0,
49.244,NA,0,
56.985,NA,0,
51.398,NA,0,
42.475,NA,0,
50.293,NA,0,
51.026,NA,0,
48.493,NA,0,
49.244,NA,0,
40.286,NA,0,
49.244,NA,0,
51.026,NA,0,
56.985,NA,0,
50.293,NA,0,
42.475,NA,0,
51.398,NA,0,
48.493,NA,0,
51.76,NA,0,
50.55,NA,0,
56.961,NA,0,
52.094,NA,0,
54.026,NA,0,
45.208,NA,0,
50.444,NA,0,
44.305,NA,0,
50.444,NA,0,
56.961,NA,0,
52.094,NA,0,
51.76,NA,0,
45.208,NA,0,
44.305,NA,0,
50.55,NA,0,
54.026,NA,0,
56.961,NA,0,
50.444,NA,0,
45.208,NA,0,
44.305,NA,0,
52.094,NA,0,
50.55,NA,0,
54.026,NA,0,
56.961,NA,0,
45.208,NA,0,
52.094,NA,0,
44.305,NA,0,
50.444,NA,0,
51.76,NA,0,
54.026,NA,0,
50.55,NA,0,
58.269,NA,0,
46.999,NA,0,
51.316,NA,0,
46.776,NA,0,
51.541,NA,0,
52.105,NA,0,
46.323,NA,0,
58.269,NA,0,
51.316,NA,0,
51.541,NA,0,
46.776,NA,0,
46.999,NA,0,
46.323,NA,0,
52.105,NA,0,
48.303,NA,0,
46.776,NA,0,
58.269,NA,0,
51.316,NA,0,
46.999,NA,0,
52.105,NA,0,
48.303,NA,0,
51.541,NA,0,
46.323,NA,0,
52.105,NA,0,
58.269,NA,0,
46.776,NA,0,
46.999,NA,,
51.541,NA,0,
48.303,NA,0,
46.323,NA,0,
51.316,NA,0,
52.071,NA,0,
39.316,NA,0,
37.305,NA,0,
41.997,NA,0,
45.829,NA,0,
35.783,NA,0,
47.36,NA,0,
47.133,NA,0,
45.829,NA,0,
35.783,NA,0,
47.133,NA,0,
37.305,NA,0,
39.316,NA,0,
47.36,NA,,
35.783,NA,,
41.997,NA,0,
47.133,NA,0,
51.888,NA,0,
37.305,NA,0,
45.829,NA,,
47.36,NA,,
39.316,NA,,
51.888,NA,,
35.783,NA,,
47.133,NA,,
45.829,NA,0,
39.316,NA,,
41.997,NA,0.53,
47.36,NA,0.81,
37.305,NA,0.66,
39.584,NA,0.66,
26.793,NA,0.67,
39.085,NA,0.78,
35.788,NA,0.78,
35.438,NA,0.8,
28.958,NA,0.77,
36.404,NA,0.68,
32.726,NA,0.61,
39.479,NA,0.7,
39.085,NA,0.66,
35.438,NA,0.61,
28.958,NA,0.65,
32.726,NA,0.67,
35.788,NA,0.69,
36.404,NA,0.7,
26.793,NA,0.68,
39.377,NA,0.71,
36.404,NA,0.86,
39.085,NA,0.72,
35.438,NA,0.59,
28.958,NA,0.7,
32.726,NA,0.74,
35.788,NA,0.69,
32.726,NA,0.75,
35.788,NA,0.82,
28.958,NA,0.85,
39.377,NA,0.81,
36.404,NA,0.81,
26.793,NA,0.75,
39.085,NA,0.7,
35.438,NA,0.95,
29.048,NA,0.83,
29.082,NA,0.74,
24.129,NA,0.8,
27.349,NA,0.77,
25.315,NA,0.85,
28.319,NA,0.93,
31.38,NA,0.79,
26.507,NA,0.82,
24.129,NA,0.81,
27.349,NA,0.9,
31.38,NA,0.65,
29.082,NA,0.72,
25.315,NA,0.97,
28.319,NA,0.98,
28.915,NA,0.88,
24.129,NA,0.86,
31.38,NA,0.99,
29.082,NA,1.07,
28.319,NA,0.32,
25.315,NA,0.13,
27.349,NA,0.11,
28.319,NA,0.4,
24.129,NA,0.23,
31.38,NA,0.34,
27.349,NA,0.29,
28.915,NA,0.16,
26.507,NA,0.25,
25.315,NA,0,
29.082,NA,0,
23.416,NA,0,
23.318,NA,0,
25.713,NA,0,
25.621,NA,0,
24.502,NA,0,
24.302,NA,0,
24.592,NA,0,
21.93,NA,0.69,
23.042,NA,1.08,
25.713,NA,1.17,
25.621,NA,1.25,
23.318,NA,1.17,
24.302,NA,1.03,
21.93,NA,1.37,
24.592,NA,1.19,
24.502,NA,1.13,
25.713,NA,1.42,
24.302,NA,1.3,
23.318,NA,1.37,
21.93,NA,1.45,
24.502,NA,1.11,
24.592,NA,1.15,
23.042,NA,1.31,
25.621,NA,1.87,
23.318,NA,1.79,
24.302,NA,1.77,
25.713,NA,1.9,
25.621,NA,1.89,
23.042,NA,2.13,
24.592,NA,2,
21.93,NA,2.27,
24.502,NA,1.89,
19.418,NA,1.8,
21.185,NA,1.3,
19.767,NA,0.66,
20.819,NA,1.05,
20.375,NA,1.4,
18.871,NA,0.97,
22.203,NA,1.05,
20.874,NA,1.38,
19.418,NA,1.17,
19.767,NA,1.87,
,NA,1.74,
18.871,NA,2.31,
22.203,NA,2.44,
20.819,NA,2.5,
20.874,NA,2.52,
20.375,NA,2.65,
21.185,NA,3.08,
19.418,NA,2.91,
,NA,2.47,
22.203,NA,1.96,
20.375,NA,2.31,
20.819,NA,1.48,
18.871,NA,1.39,
19.767,NA,1.14,
21.185,NA,2.41,
20.874,NA,2.83,
,NA,2.15,
19.418,NA,3.83,
21.185,NA,3.75,
22.203,NA,2.82,
20.375,NA,1.7,
20.874,NA,0.86,
18.871,NA,0.87,
20.819,NA,0.7,
19.767,NA,1.39,
17.54,NA,1.74,
16.709,NA,0.86,
17.613,NA,1.2,
17.718,NA,0.96,
18.889,NA,1.53,
18.701,NA,2.16,
17.705,NA,1.71,
16.527,NA,1.41,
18.822,NA,1.22,
17.718,NA,1.37,
18.889,NA,1.24,
17.54,NA,1.63,
16.679,NA,2,
17.705,NA,2.11,
16.527,NA,1.7,
18.822,NA,1.74,
18.701,NA,1.42,
17.613,NA,,
16.527,NA,,
16.679,NA,,
17.705,NA,,
17.613,NA,,
17.54,NA,,
17.718,NA,,
18.889,NA,,
18.701,NA,1.47,
18.822,NA,1.66,
17.54,NA,1.92,
16.679,NA,1.36,
17.705,NA,1.44,
17.613,NA,1.25,
16.527,NA,1.2,
18.889,NA,1.23,
17.718,NA,1.24,
18.701,NA,1.2,
18.822,NA,1.1,
16.12,NA,0.82,
15.654,NA,0.68,
17.047,NA,1.98,
17.735,NA,1.26,
16.369,NA,1.04,
15.94,NA,0.92,
15.919,NA,0.94,
17.951,NA,0.92,
15.843,NA,0.92,
15.94,NA,0.94,
15.84,NA,0.82,
17.735,NA,0.77,
15.654,NA,0.66,
17.037,NA,0.64,
16.369,NA,0.63,
15.919,NA,0.64,
17.951,NA,0.61,
16.12,NA,0.64,
16.369,NA,0.63,
17.037,NA,0.59,
17.735,NA,0.52,
15.94,NA,0.44,
15.654,NA,0.53,
15.919,NA,0.59,
17.951,NA,1.53,
16.12,NA,0.76,
15.84,NA,0.72,
17.735,NA,0.71,
17.037,NA,0.66,
15.654,NA,0.67,
16.369,NA,0.61,
15.919,NA,0.61,
15.94,NA,0.54,
17.951,NA,,
15.76,NA,0.52,
17.026,NA,0.55,
15.83,NA,0.47,
17.845,NA,0.56,
15.182,NA,0.62,
15.395,NA,0.65,
16.346,NA,0.74,
16.361,NA,0.71,
16.358,NA,0.63,
17.026,NA,0.69,
15.76,NA,0.75,
15.395,NA,0.69,
14.989,NA,0.69,
16.361,NA,0.64,
15.83,NA,0.57,
17.845,NA,0.88,
15.182,NA,0.92,
14.954,NA,1.31,
17.026,NA,0.78,
15.395,NA,0.76,
16.361,NA,0.89,
15.76,NA,0.84,
17.845,NA,0.75,
15.182,NA,0.84,
16.358,NA,0.86,
15.83,NA,0.9,
15.76,NA,0.74,
14.954,NA,0.93,
15.182,NA,0.9,
15.395,NA,0.37,
16.361,NA,1.04,
17.026,NA,1.03,
17.845,NA,0.94,
15.83,NA,0.78,
16.358,NA,0.77,
16.746,NA,0.78,
15.392,NA,0.85,
17.648,NA,0.96,
15.22,NA,0.29,
16.137,NA,0.24,
14.569,NA,0.26,
16.431,NA,0.24,
17.255,NA,0.62,
15.598,NA,0.99,
14.567,NA,0.94,
16.137,NA,0.82,
17.255,NA,0.81,
16.746,NA,0.78,
15.392,NA,0.96,
15.598,NA,0.94,
17.648,NA,0.92,
16.431,NA,0.81,
15.22,NA,1.16,
15.22,NA,0.92,
14.564,NA,0.62,
16.431,NA,0.6,
17.648,NA,0.75,
16.746,NA,0.64,
15.392,NA,0.55,
16.137,NA,0.75,
17.255,NA,0.72,
15.598,NA,0.51,
15.392,NA,0.64,
16.137,NA,0.74,
14.564,NA,0.87,
15.22,NA,2.31,
16.746,NA,0.89,
17.648,NA,0.8,
15.598,NA,0.95,
17.255,NA,0.79,
16.431,NA,0.62,
17.366,NA,0.53,
16.167,NA,0.57,
17.918,NA,0.7,
15.732,NA,0.7,
20.574,NA,0.68,
17.451,NA,0.54,
16.437,NA,0.61,
19.929,NA,0.64,
18.55,NA,0.66,
17.366,NA,0.63,
17.918,NA,0.66,
16.647,NA,0.59,
15.732,NA,0.69,
17.451,NA,0.61,
20.795,NA,0.63,
18.55,NA,0.58,
16.437,NA,0.63,
19.929,NA,0.58,
15.732,NA,0.53,
18.55,NA,0.48,
17.366,NA,0.97,
17.918,NA,0.98,
19.929,NA,0.74,
17.451,NA,0.92,
16.437,NA,1.56,
16.69,NA,1.26,
17.366,NA,1.24,
16.69,NA,1.8,
18.55,NA,1.23,
17.918,NA,,
17.451,NA,2.81,
20.795,NA,2.1,
19.929,NA,0.75,
15.732,NA,,
16.437,NA,,
20.773,NA,,
20.9,NA,2.82,
21.376,NA,,
22.379,NA,,
19.304,NA,,
19.082,NA,,
19.49,NA,,
21.076,NA,0,
22.943,NA,,
22.379,NA,,
20.9,NA,,
21.419,NA,,
20.773,NA,,
19.082,NA,,
21.129,NA,,
22.943,NA,,
19.49,NA,1.34,
20.773,NA,,
19.082,NA,,
20.9,NA,,
21.419,NA,,
22.379,NA,,
19.304,NA,,
21.129,NA,,
19.49,NA,0.16,
22.943,NA,0.18,
28.061,NA,0.46,
30.832,NA,0.15,
23.52,NA,0.23,
30.214,NA,0.47,
29.421,NA,,
32.939,NA,,
33.891,NA,,
25.459,NA,,
30.691,NA,0,
29.421,NA,0,
23.52,NA,0,
33.891,NA,0.25,
30.691,NA,0.41,
32.939,NA,0.42,
30.214,NA,0.34,
25.459,NA,0.36,
28.061,NA,0.37,
30.832,NA,0.37,
29.421,NA,0.13,
32.939,NA,0.2,
30.832,NA,0.24,
23.52,NA,0.37,
30.214,NA,0.33,
28.061,NA,0.3,
30.691,NA,0.17,
25.459,NA,0.5,
33.891,NA,0.23,
29.421,NA,0.14,
33.891,NA,,
30.214,NA,,
25.459,NA,,
30.832,NA,,
32.939,NA,,
23.52,NA,,
28.061,NA,,
30.691,NA,,
39.028,NA,,
39.864,NA,,
37.523,NA,,
37.394,NA,,
43.804,NA,,
38.459,NA,,
41.126,NA,,
40.262,NA,0.32,
39.746,NA,1.01,
38.459,NA,0.04,
39.028,NA,0,
44.036,NA,0,
41.126,NA,,
37.523,NA,,
37.394,NA,0,
39.746,NA,0.04,
39.864,NA,0,
40.262,NA,0,
39.028,NA,0,
39.864,NA,0,
39.746,NA,0,
41.126,NA,0,
37.523,NA,0,
37.394,NA,0,
38.459,NA,0,
44.036,NA,0,
39.028,NA,0,
37.394,NA,0,
38.459,NA,0,
44.036,NA,0,
37.523,NA,0,
40.262,NA,0,
39.746,NA,0,
39.864,NA,0,
41.126,NA,0,
42.397,NA,0,
43.283,NA,0,
41.963,NA,0,
42.271,NA,0,
44.639,NA,0,
40.574,NA,0,
41.886,NA,0.02,
46.468,NA,0,
43.024,NA,0,
42.397,NA,0,
42.271,NA,0.06,
46.468,NA,0,
43.024,NA,0,
44.639,NA,0,
43.283,NA,0,
41.886,NA,0,
41.963,NA,0,
40.574,NA,0,
42.397,NA,0,
46.468,NA,0,
41.963,NA,0,
43.283,NA,0,
43.024,NA,0,
41.886,NA,0,
40.574,NA,0,
42.271,NA,0,
44.639,NA,0,
42.397,NA,0,
43.283,NA,0.09,
41.963,NA,0,
41.886,NA,0,
46.468,NA,0.01,
44.639,NA,0,
40.574,NA,0,
43.769,NA,0.01,
43.832,NA,0,
43.263,NA,0,
47.45,NA,0.01,
47.218,NA,0,
45.167,NA,0.01,
44.063,NA,0,
42.88,NA,0,
44.673,NA,0.02,
43.832,NA,0,
43.263,NA,0.01,
42.88,NA,0,
43.769,NA,0.01,
47.218,NA,0,
44.673,NA,0,
44.063,NA,0,
47.45,NA,0,
45.167,NA,0.32,
43.769,NA,1.13,
43.832,NA,0.81,
47.45,NA,0.01,
43.263,NA,0,
44.063,NA,0,
42.88,NA,0,
45.167,NA,0,
47.218,NA,0.02,
44.673,NA,0,
47.45,NA,0,
43.769,NA,0,
43.263,NA,0.01,
43.832,NA,0.01,
47.218,NA,0.01,
44.063,NA,0,
42.88,NA,0,
44.673,NA,0,
45.167,NA,0,
45.03,NA,0.01,
46.901,NA,0,
44.728,NA,0,
45.121,NA,0.01,
43.71,NA,0,
45.103,NA,0.01,
